period,respondent,respondent-name,type,type-name,value,value-units
2024-04-15T10,FLA,Florida,D,Demand,18383,megawatthours
2024-04-15T10,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,13286,megawatthours
2024-04-15T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19086,megawatthours
2024-04-15T10,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,1944,megawatthours
2024-04-15T10,SW,Southwest,DF,Day-ahead demand forecast,9094,megawatthours
2024-04-15T10,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,56,megawatthours
2024-04-15T10,PACE,PacifiCorp East,D,Demand,4672,megawatthours
2024-04-15T10,CPLE,Duke Energy Progress East,D,Demand,4735,megawatthours
2024-04-15T10,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,77368,megawatthours
2024-04-15T10,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,3846,megawatthours
2024-04-15T10,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,125.3,megawatthours
2024-04-15T10,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,57537,megawatthours
2024-04-15T10,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1103,megawatthours
2024-04-15T10,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,1582,megawatthours
2024-04-15T10,CPLW,Duke Energy Progress West,D,Demand,380,megawatthours
2024-04-15T10,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,639,megawatthours
2024-04-15T10,FPC,"Duke Energy Florida, Inc.",D,Demand,3976,megawatthours
2024-04-15T10,DUK,Duke Energy Carolinas,D,Demand,8768,megawatthours
2024-04-15T10,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1385,megawatthours
2024-04-15T10,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1237,megawatthours
2024-04-15T10,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,2880,megawatthours
2024-04-15T10,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,5338,megawatthours
2024-04-15T10,SCL,Seattle City Light,DF,Day-ahead demand forecast,785,megawatthours
2024-04-15T10,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1306,megawatthours
2024-04-15T10,PNM,Public Service Company of New Mexico,D,Demand,1305,megawatthours
2024-04-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40047,megawatthours
2024-04-15T10,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3076,megawatthours
2024-04-15T10,IPCO,Idaho Power Company,D,Demand,1285,megawatthours
2024-04-15T10,SC,South Carolina Public Service Authority,D,Demand,2035,megawatthours
2024-04-15T10,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,18669,megawatthours
2024-04-15T10,TAL,City of Tallahassee,DF,Day-ahead demand forecast,204,megawatthours
2024-04-15T10,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,389,megawatthours
2024-04-15T10,SPA,Southwestern Power Administration,D,Demand,19,megawatthours
2024-04-15T10,PGE,Portland General Electric Company,D,Demand,1940,megawatthours
2024-04-15T10,CAL,California,D,Demand,24171,megawatthours
2024-04-15T10,BANC,Balancing Authority of Northern California,D,Demand,1393,megawatthours
2024-04-15T10,BPAT,Bonneville Power Administration,D,Demand,5301,megawatthours
2024-04-15T10,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,1996,megawatthours
2024-04-15T10,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3151,megawatthours
2024-04-15T10,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,2800,megawatthours
2024-04-15T10,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,19160,megawatthours
2024-04-15T10,NY,New York,DF,Day-ahead demand forecast,13177,megawatthours
2024-04-15T10,TEN,Tennessee,DF,Day-ahead demand forecast,13286,megawatthours
2024-04-15T10,TEX,Texas,DF,Day-ahead demand forecast,39583,megawatthours
2024-04-15T10,MIDW,Midwest,DF,Day-ahead demand forecast,61999,megawatthours
2024-04-15T10,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,683,megawatthours
2024-04-15T10,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,46,megawatthours
2024-04-15T10,CAL,California,DF,Day-ahead demand forecast,22930,megawatthours
2024-04-15T10,ISNE,ISO New England,DF,Day-ahead demand forecast,9980,megawatthours
2024-04-15T10,SE,Southeast,DF,Day-ahead demand forecast,19160,megawatthours
2024-04-15T10,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,225,megawatthours
2024-04-15T10,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,148,megawatthours
2024-04-15T10,NE,New England,DF,Day-ahead demand forecast,9980,megawatthours
2024-04-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,39583,megawatthours
2024-04-15T10,FLA,Florida,DF,Day-ahead demand forecast,14850,megawatthours
2024-04-15T10,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,922,megawatthours
2024-04-15T10,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,227,megawatthours
2024-04-15T10,NW,Northwest,DF,Day-ahead demand forecast,21864.3,megawatthours
2024-04-15T10,HST,City of Homestead,DF,Day-ahead demand forecast,45,megawatthours
2024-04-15T10,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,1871,megawatthours
2024-04-15T10,PACW,PacifiCorp West,D,Demand,1730,megawatthours
2024-04-15T10,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,77368,megawatthours
2024-04-15T10,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,10204,megawatthours
2024-04-15T10,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,25499,megawatthours
2024-04-15T10,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,2173,megawatthours
2024-04-15T10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,13177,megawatthours
2024-04-15T10,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1396,megawatthours
2024-04-15T10,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,1673,megawatthours
2024-04-15T10,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,394,megawatthours
2024-04-15T10,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,167,megawatthours
2024-04-15T10,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,2679,megawatthours
2024-04-15T10,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1032,megawatthours
2024-04-15T10,CAR,Carolinas,DF,Day-ahead demand forecast,4117,megawatthours
2024-04-15T10,AVA,Avista Corporation,DF,Day-ahead demand forecast,1049,megawatthours
2024-04-15T10,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,121,megawatthours
2024-04-15T10,JEA,JEA,DF,Day-ahead demand forecast,1070,megawatthours
2024-04-15T10,CENT,Central,DF,Day-ahead demand forecast,25545,megawatthours
2024-04-15T10,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,2470,megawatthours
2024-04-15T10,US48,United States Lower 48,DF,Day-ahead demand forecast,332953.3,megawatthours
2024-04-15T10,PSEI,"Puget Sound Energy, Inc.",D,Demand,2005,megawatthours
2024-04-15T10,IID,Imperial Irrigation District,D,Demand,231,megawatthours
2024-04-15T10,AZPS,Arizona Public Service Company,D,Demand,2527,megawatthours
2024-04-15T10,SEC,Seminole Electric Cooperative,D,Demand,160,megawatthours
2024-04-15T10,NY,New York,D,Demand,13495,megawatthours
2024-04-15T10,CENT,Central,D,Demand,25478,megawatthours
2024-04-15T10,SW,Southwest,D,Demand,9117,megawatthours
2024-04-15T10,TIDC,Turlock Irrigation District,D,Demand,233,megawatthours
2024-04-15T10,US48,United States Lower 48,D,Demand,353455,megawatthours
2024-04-15T10,PJM,"PJM Interconnection, LLC",D,Demand,70004,megawatthours
2024-04-15T10,TAL,City of Tallahassee,D,Demand,204,megawatthours
2024-04-15T10,LDWP,Los Angeles Department of Water and Power,D,Demand,2227,megawatthours
2024-04-15T10,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,1959,megawatthours
2024-04-15T10,FPL,Florida Power & Light Co.,D,Demand,9869,megawatthours
2024-04-15T10,MIDA,Mid-Atlantic,D,Demand,70004,megawatthours
2024-04-15T10,AVA,Avista Corporation,D,Demand,1044,megawatthours
2024-04-15T10,GVL,Gainesville Regional Utilities,D,Demand,157,megawatthours
2024-04-15T10,NWMT,NorthWestern Corporation,D,Demand,1042,megawatthours
2024-04-15T10,SE,Southeast,D,Demand,18669,megawatthours
2024-04-15T10,JEA,JEA,D,Demand,1001,megawatthours
2024-04-15T10,NYIS,New York Independent System Operator,D,Demand,13495,megawatthours
2024-04-15T10,TEC,Tampa Electric Company,D,Demand,1602,megawatthours
2024-04-15T10,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,57361,megawatthours
2024-04-15T10,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,901,megawatthours
2024-04-15T10,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,127,megawatthours
2024-04-15T10,TEN,Tennessee,D,Demand,13013,megawatthours
2024-04-15T10,FMPP,Florida Municipal Power Pool,D,Demand,1371,megawatthours
2024-04-15T10,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,3057,megawatthours
2024-04-15T10,PSCO,Public Service Company of Colorado,D,Demand,3553,megawatthours
2024-04-15T10,TVA,Tennessee Valley Authority,D,Demand,13013,megawatthours
2024-04-15T10,TEPC,Tucson Electric Power,D,Demand,1083,megawatthours
2024-04-15T10,CISO,California Independent System Operator,D,Demand,20087,megawatthours
2024-04-15T10,SCL,Seattle City Light,D,Demand,825,megawatthours
2024-04-15T10,NE,New England,D,Demand,10269,megawatthours
2024-04-15T10,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1522,megawatthours
2024-04-15T10,MIDW,Midwest,D,Demand,61940,megawatthours
2024-04-15T10,DOPD,PUD No. 1 of Douglas County,D,Demand,184,megawatthours
2024-04-15T10,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2621,megawatthours
2024-04-15T10,NW,Northwest,D,Demand,30992,megawatthours
2024-04-15T10,HST,City of Homestead,D,Demand,43,megawatthours
2024-04-15T10,SWPP,Southwest Power Pool,D,Demand,25459,megawatthours
2024-04-15T10,TEX,Texas,D,Demand,40047,megawatthours
2024-04-15T10,NEVP,Nevada Power Company,D,Demand,3124,megawatthours
2024-04-15T10,EPE,El Paso Electric Company,D,Demand,680,megawatthours
2024-04-15T10,CAR,Carolinas,D,Demand,17877,megawatthours
2024-04-15T10,ISNE,ISO New England,D,Demand,10269,megawatthours
2024-04-15T09,PSEI,"Puget Sound Energy, Inc.",D,Demand,2036,megawatthours
2024-04-15T09,NE,New England,DF,Day-ahead demand forecast,9290,megawatthours
2024-04-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,39419,megawatthours
2024-04-15T09,TEC,Tampa Electric Company,DF,Day-ahead demand forecast,1524,megawatthours
2024-04-15T09,MIDW,Midwest,DF,Day-ahead demand forecast,60098,megawatthours
2024-04-15T09,PACE,PacifiCorp East,D,Demand,4644,megawatthours
2024-04-15T09,CPLE,Duke Energy Progress East,D,Demand,4425,megawatthours
2024-04-15T09,DUK,Duke Energy Carolinas,D,Demand,8214,megawatthours
2024-04-15T09,PACW,PacifiCorp West,D,Demand,1744,megawatthours
2024-04-15T09,CPLW,Duke Energy Progress West,D,Demand,349,megawatthours
2024-04-15T09,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,53,megawatthours
2024-04-15T09,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,12856,megawatthours
2024-04-15T09,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,919,megawatthours
2024-04-15T09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,636,megawatthours
2024-04-15T09,CAR,Carolinas,DF,Day-ahead demand forecast,3927,megawatthours
2024-04-15T09,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,1889,megawatthours
2024-04-15T09,CAL,California,DF,Day-ahead demand forecast,23464,megawatthours
2024-04-15T09,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,36,megawatthours
2024-04-15T09,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1425,megawatthours
2024-04-15T09,SCL,Seattle City Light,DF,Day-ahead demand forecast,795,megawatthours
2024-04-15T09,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,9394,megawatthours
2024-04-15T09,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,110,megawatthours
2024-04-15T09,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1047,megawatthours
2024-04-15T09,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,141,megawatthours
2024-04-15T09,TEN,Tennessee,DF,Day-ahead demand forecast,12856,megawatthours
2024-04-15T09,SE,Southeast,DF,Day-ahead demand forecast,18235,megawatthours
2024-04-15T09,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,5169,megawatthours
2024-04-15T09,NY,New York,DF,Day-ahead demand forecast,12405,megawatthours
2024-04-15T09,SW,Southwest,DF,Day-ahead demand forecast,9237,megawatthours
2024-04-15T09,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,DF,Day-ahead demand forecast,2739,megawatthours
2024-04-15T09,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,2547,megawatthours
2024-04-15T09,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,2038,megawatthours
2024-04-15T09,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,71025,megawatthours
2024-04-15T09,US48,United States Lower 48,DF,Day-ahead demand forecast,320649.4,megawatthours
2024-04-15T09,TEX,Texas,DF,Day-ahead demand forecast,39419,megawatthours
2024-04-15T09,CENT,Central,DF,Day-ahead demand forecast,25319,megawatthours
2024-04-15T09,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2049,megawatthours
2024-04-15T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,17842,megawatthours
2024-04-15T09,TEPC,Tucson Electric Power,D,Demand,1094,megawatthours
2024-04-15T09,MIDA,Mid-Atlantic,D,Demand,67559,megawatthours
2024-04-15T09,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3108,megawatthours
2024-04-15T09,CAR,Carolinas,D,Demand,16808,megawatthours
2024-04-15T09,LDWP,Los Angeles Department of Water and Power,D,Demand,2291,megawatthours
2024-04-15T09,FMPP,Florida Municipal Power Pool,D,Demand,1275,megawatthours
2024-04-15T09,CAL,California,D,Demand,24500,megawatthours
2024-04-15T09,SWPP,Southwest Power Pool,D,Demand,25234,megawatthours
2024-04-15T09,TIDC,Turlock Irrigation District,D,Demand,236,megawatthours
2024-04-15T09,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,2931,megawatthours
2024-04-15T09,NWMT,NorthWestern Corporation,D,Demand,1030,megawatthours
2024-04-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39828,megawatthours
2024-04-15T09,MIDW,Midwest,D,Demand,60353,megawatthours
2024-04-15T09,HST,City of Homestead,D,Demand,40,megawatthours
2024-04-15T09,US48,United States Lower 48,D,Demand,344629,megawatthours
2024-04-15T09,IID,Imperial Irrigation District,D,Demand,239,megawatthours
2024-04-15T09,AVA,Avista Corporation,D,Demand,1051,megawatthours
2024-04-15T09,SCL,Seattle City Light,D,Demand,818,megawatthours
2024-04-15T09,PNM,Public Service Company of New Mexico,D,Demand,1311,megawatthours
2024-04-15T09,TVA,Tennessee Valley Authority,D,Demand,12545,megawatthours
2024-04-15T09,TEX,Texas,D,Demand,39828,megawatthours
2024-04-15T09,EPE,El Paso Electric Company,D,Demand,687,megawatthours
2024-04-15T09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,130,megawatthours
2024-04-15T09,BPAT,Bonneville Power Administration,D,Demand,5306,megawatthours
2024-04-15T09,DOPD,PUD No. 1 of Douglas County,D,Demand,181,megawatthours
2024-04-15T09,NY,New York,D,Demand,12683,megawatthours
2024-04-15T09,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,388,megawatthours
2024-04-15T09,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2666,megawatthours
2024-04-15T09,FLA,Florida,D,Demand,17227,megawatthours
2024-04-15T09,JEA,JEA,D,Demand,933,megawatthours
2024-04-15T09,BANC,Balancing Authority of Northern California,D,Demand,1414,megawatthours
2024-04-15T09,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,1882,megawatthours
2024-04-15T09,PSCO,Public Service Company of Colorado,D,Demand,3559,megawatthours
2024-04-15T09,SC,South Carolina Public Service Authority,D,Demand,1938,megawatthours
2024-04-15T09,ISNE,ISO New England,D,Demand,9795,megawatthours
2024-04-15T09,SEC,Seminole Electric Cooperative,D,Demand,147,megawatthours
2024-04-15T09,GVL,Gainesville Regional Utilities,D,Demand,150,megawatthours
2024-04-15T09,IPCO,Idaho Power Company,D,Demand,1274,megawatthours
2024-04-15T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,55950,megawatthours
2024-04-15T09,AZPS,Arizona Public Service Company,D,Demand,2553,megawatthours
2024-04-15T09,TEN,Tennessee,D,Demand,12545,megawatthours
2024-04-15T09,PGE,Portland General Electric Company,D,Demand,1900,megawatthours
2024-04-15T09,NE,New England,D,Demand,9795,megawatthours
2024-04-15T09,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,912,megawatthours
2024-04-15T09,TAL,City of Tallahassee,D,Demand,195,megawatthours
2024-04-15T09,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1472,megawatthours
2024-04-15T09,SE,Southeast,D,Demand,17842,megawatthours
2024-04-15T09,SW,Southwest,D,Demand,9223,megawatthours
2024-04-15T09,NYIS,New York Independent System Operator,D,Demand,12683,megawatthours
2024-04-15T09,CISO,California Independent System Operator,D,Demand,20320,megawatthours
2024-04-15T09,SPA,Southwestern Power Administration,D,Demand,8,megawatthours
2024-04-15T09,PJM,"PJM Interconnection, LLC",D,Demand,67559,megawatthours
2024-04-15T09,TEC,Tampa Electric Company,D,Demand,1489,megawatthours
2024-04-15T09,CENT,Central,D,Demand,25242,megawatthours
2024-04-15T09,NEVP,Nevada Power Company,D,Demand,3166,megawatthours
2024-04-15T09,FPL,Florida Power & Light Co.,D,Demand,9304,megawatthours
2024-04-15T09,NW,Northwest,D,Demand,31024,megawatthours
2024-04-15T09,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,3788,megawatthours
2024-04-15T09,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,696,megawatthours
2024-04-15T09,TAL,City of Tallahassee,DF,Day-ahead demand forecast,197,megawatthours
2024-04-15T09,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,235,megawatthours
2024-04-15T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,19527,megawatthours
2024-04-15T09,FLA,Florida,DF,Day-ahead demand forecast,13647,megawatthours
2024-04-15T09,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3174,megawatthours
2024-04-15T09,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1270,megawatthours
2024-04-15T09,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,55802,megawatthours
2024-04-15T09,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1128,megawatthours
2024-04-15T09,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1302,megawatthours
2024-04-15T09,FPC,"Duke Energy Florida, Inc.",D,Demand,3694,megawatthours
2024-04-15T09,ISNE,ISO New England,DF,Day-ahead demand forecast,9290,megawatthours
2024-04-15T09,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,397,megawatthours
2024-04-15T09,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1242,megawatthours
2024-04-15T09,HST,City of Homestead,DF,Day-ahead demand forecast,43,megawatthours
2024-04-15T09,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,1557,megawatthours
2024-04-15T09,NW,Northwest,DF,Day-ahead demand forecast,21727.4,megawatthours
2024-04-15T09,AVA,Avista Corporation,DF,Day-ahead demand forecast,1065,megawatthours
2024-04-15T09,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,1896,megawatthours
2024-04-15T09,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,125.4,megawatthours
2024-04-15T09,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,2804,megawatthours
2024-04-15T09,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,71025,megawatthours
2024-04-15T09,JEA,JEA,DF,Day-ahead demand forecast,968,megawatthours
2024-04-15T09,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,2705,megawatthours
2024-04-15T09,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,165,megawatthours
2024-04-15T09,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,25283,megawatthours
2024-04-15T09,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,228,megawatthours
2024-04-15T09,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,18235,megawatthours
2024-04-15T09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,12405,megawatthours
2024-04-15T08,PSEI,"Puget Sound Energy, Inc.",D,Demand,2100,megawatthours
2024-04-15T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,20127,megawatthours
2024-04-15T08,NE,New England,DF,Day-ahead demand forecast,9070,megawatthours
2024-04-15T08,PACE,PacifiCorp East,D,Demand,4711,megawatthours
2024-04-15T08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,634,megawatthours
2024-04-15T08,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,52,megawatthours
2024-04-15T08,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,405,megawatthours
2024-04-15T08,PACW,PacifiCorp West,D,Demand,1781,megawatthours
2024-04-15T08,FPC,"Duke Energy Florida, Inc.",D,Demand,3643,megawatthours
2024-04-15T08,CPLW,Duke Energy Progress West,D,Demand,339,megawatthours
2024-04-15T08,CPLE,Duke Energy Progress East,D,Demand,4342,megawatthours
2024-04-15T08,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1230,megawatthours
2024-04-15T08,MIDA,Mid-Atlantic,DF,Day-ahead demand forecast,67489,megawatthours
2024-04-15T08,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,922,megawatthours
2024-04-15T08,MISO,"Midcontinent Independent System Operator, Inc.",DF,Day-ahead demand forecast,55674,megawatthours
2024-04-15T08,SW,Southwest,DF,Day-ahead demand forecast,9518,megawatthours
2024-04-15T08,SE,Southeast,DF,Day-ahead demand forecast,18028,megawatthours
2024-04-15T08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,12185,megawatthours
2024-04-15T08,SCEG,"Dominion Energy South Carolina, Inc.",DF,Day-ahead demand forecast,1856,megawatthours
2024-04-15T08,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2138,megawatthours
2024-04-15T08,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1451,megawatthours
2024-04-15T08,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,710,megawatthours
2024-04-15T08,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,40056,megawatthours
2024-04-15T08,TEN,Tennessee,DF,Day-ahead demand forecast,12931,megawatthours
2024-04-15T08,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,2648,megawatthours
2024-04-15T08,SC,South Carolina Public Service Authority,DF,Day-ahead demand forecast,2077,megawatthours
2024-04-15T08,CAR,Carolinas,DF,Day-ahead demand forecast,3933,megawatthours
2024-04-15T08,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1208,megawatthours
2024-04-15T08,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,12931,megawatthours
2024-04-15T08,TAL,City of Tallahassee,DF,Day-ahead demand forecast,193,megawatthours
2024-04-15T08,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,5199,megawatthours
2024-04-15T08,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1061,megawatthours
2024-04-15T08,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1358,megawatthours
2024-04-15T08,CENT,Central,DF,Day-ahead demand forecast,25568,megawatthours
2024-04-15T08,CAL,California,DF,Day-ahead demand forecast,24195,megawatthours
2024-04-15T08,MIDW,Midwest,DF,Day-ahead demand forecast,59950,megawatthours
2024-04-15T08,NW,Northwest,DF,Day-ahead demand forecast,22050.4,megawatthours
2024-04-15T08,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,1573,megawatthours
2024-04-15T08,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,169,megawatthours
2024-04-15T08,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,18028,megawatthours
2024-04-15T08,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,246,megawatthours
2024-04-15T08,JEA,JEA,DF,Day-ahead demand forecast,947,megawatthours
2024-04-15T08,PJM,"PJM Interconnection, LLC",DF,Day-ahead demand forecast,67489,megawatthours
2024-04-15T08,AVA,Avista Corporation,DF,Day-ahead demand forecast,1078,megawatthours
2024-04-15T08,ISNE,ISO New England,DF,Day-ahead demand forecast,9070,megawatthours
2024-04-15T08,FLA,Florida,DF,Day-ahead demand forecast,13389,megawatthours
2024-04-15T08,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,108,megawatthours
2024-04-15T08,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,9252,megawatthours
2024-04-15T08,SCL,Seattle City Light,DF,Day-ahead demand forecast,826,megawatthours
2024-04-15T08,DUK,Duke Energy Carolinas,D,Demand,8074,megawatthours
2024-04-15T08,TEPC,Tucson Electric Power,D,Demand,1123,megawatthours
2024-04-15T08,CAL,California,D,Demand,25211,megawatthours
2024-04-15T08,CAR,Carolinas,D,Demand,16524,megawatthours
2024-04-15T08,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3254,megawatthours
2024-04-15T08,BPAT,Bonneville Power Administration,D,Demand,5407,megawatthours
2024-04-15T08,SEC,Seminole Electric Cooperative,D,Demand,144,megawatthours
2024-04-15T08,PNM,Public Service Company of New Mexico,D,Demand,1315,megawatthours
2024-04-15T08,FPL,Florida Power & Light Co.,D,Demand,9235,megawatthours
2024-04-15T08,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,399,megawatthours
2024-04-15T08,PGE,Portland General Electric Company,D,Demand,1952,megawatthours
2024-04-15T08,TAL,City of Tallahassee,D,Demand,195,megawatthours
2024-04-15T08,DOPD,PUD No. 1 of Douglas County,D,Demand,184,megawatthours
2024-04-15T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,17672,megawatthours
2024-04-15T08,PSCO,Public Service Company of Colorado,D,Demand,3698,megawatthours
2024-04-15T08,SE,Southeast,D,Demand,17672,megawatthours
2024-04-15T08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2777,megawatthours
2024-04-15T08,SPA,Southwestern Power Administration,D,Demand,20,megawatthours
2024-04-15T08,GVL,Gainesville Regional Utilities,D,Demand,150,megawatthours
