period,respondent,respondent-name,type,type-name,value,value-units
2024-04-16T09,PGE,Portland General Electric Company,D,Demand,2034,megawatthours
2024-04-16T09,HST,City of Homestead,D,Demand,42,megawatthours
2024-04-16T09,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,58823,megawatthours
2024-04-16T09,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,697,megawatthours
2024-04-16T09,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1585,megawatthours
2024-04-16T09,PJM,"PJM Interconnection, LLC",D,Demand,69518,megawatthours
2024-04-16T09,EPE,El Paso Electric Company,D,Demand,683,megawatthours
2024-04-16T09,TEC,Tampa Electric Company,D,Demand,1553,megawatthours
2024-04-16T09,CPLE,Duke Energy Progress East,D,Demand,4738,megawatthours
2024-04-16T09,DUK,Duke Energy Carolinas,D,Demand,8782,megawatthours
2024-04-16T09,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,63,megawatthours
2024-04-16T09,JEA,JEA,D,Demand,,megawatthours
2024-04-16T09,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,1976,megawatthours
2024-04-16T09,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,0,megawatthours
2024-04-16T09,FPL,Florida Power & Light Co.,D,Demand,9730,megawatthours
2024-04-16T09,US48,United States Lower 48,D,Demand,355123,megawatthours
2024-04-16T09,TEPC,Tucson Electric Power,D,Demand,1134,megawatthours
2024-04-16T09,NYIS,New York Independent System Operator,D,Demand,12734,megawatthours
2024-04-16T09,PACW,PacifiCorp West,D,Demand,1851,megawatthours
2024-04-16T09,TAL,City of Tallahassee,D,Demand,196,megawatthours
2024-04-16T09,TVA,Tennessee Valley Authority,D,Demand,13569,megawatthours
2024-04-16T09,IID,Imperial Irrigation District,D,Demand,259,megawatthours
2024-04-16T09,ISNE,ISO New England,D,Demand,9598,megawatthours
2024-04-16T09,SE,Southeast,D,Demand,18705,megawatthours
2024-04-16T09,BANC,Balancing Authority of Northern California,D,Demand,1432,megawatthours
2024-04-16T09,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3513,megawatthours
2024-04-16T09,NWMT,NorthWestern Corporation,D,Demand,1094,megawatthours
2024-04-16T09,NW,Northwest,D,Demand,35147,megawatthours
2024-04-16T09,DOPD,PUD No. 1 of Douglas County,D,Demand,201,megawatthours
2024-04-16T09,FPC,"Duke Energy Florida, Inc.",D,Demand,3848,megawatthours
2024-04-16T09,TEN,Tennessee,D,Demand,13569,megawatthours
2024-04-16T09,PSEI,"Puget Sound Energy, Inc.",D,Demand,2310,megawatthours
2024-04-16T09,PNM,Public Service Company of New Mexico,D,Demand,1462,megawatthours
2024-04-16T09,PSCO,Public Service Company of Colorado,D,Demand,3691,megawatthours
2024-04-16T09,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,443,megawatthours
2024-04-16T09,CENT,Central,D,Demand,26192,megawatthours
2024-04-16T09,CAR,Carolinas,D,Demand,17799,megawatthours
2024-04-16T09,MIDA,Mid-Atlantic,D,Demand,69518,megawatthours
2024-04-16T09,FLA,Florida,D,Demand,17954,megawatthours
2024-04-16T09,MIDW,Midwest,D,Demand,60408,megawatthours
2024-04-16T09,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2666,megawatthours
2024-04-16T09,SPA,Southwestern Power Administration,D,Demand,-61,megawatthours
2024-04-16T09,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,927,megawatthours
2024-04-16T09,LDWP,Los Angeles Department of Water and Power,D,Demand,151,megawatthours
2024-04-16T09,NY,New York,D,Demand,12734,megawatthours
2024-04-16T09,SW,Southwest,D,Demand,9636,megawatthours
2024-04-16T09,SCL,Seattle City Light,D,Demand,790,megawatthours
2024-04-16T09,TEX,Texas,D,Demand,40986,megawatthours
2024-04-16T09,SWPP,Southwest Power Pool,D,Demand,26184,megawatthours
2024-04-16T09,CAL,California,D,Demand,22877,megawatthours
2024-04-16T09,GVL,Gainesville Regional Utilities,D,Demand,148,megawatthours
2024-04-16T09,CPLW,Duke Energy Progress West,D,Demand,357,megawatthours
2024-04-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40986,megawatthours
2024-04-16T09,AVA,Avista Corporation,D,Demand,1144,megawatthours
2024-04-16T09,BPAT,Bonneville Power Administration,D,Demand,7544,megawatthours
2024-04-16T09,NEVP,Nevada Power Company,D,Demand,3333,megawatthours
2024-04-16T09,SC,South Carolina Public Service Authority,D,Demand,1946,megawatthours
2024-04-16T09,PACE,PacifiCorp East,D,Demand,4910,megawatthours
2024-04-16T09,AZPS,Arizona Public Service Company,D,Demand,2764,megawatthours
2024-04-16T09,SEC,Seminole Electric Cooperative,D,Demand,147,megawatthours
2024-04-16T09,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,18705,megawatthours
2024-04-16T09,NE,New England,D,Demand,9598,megawatthours
2024-04-16T09,FMPP,Florida Municipal Power Pool,D,Demand,1311,megawatthours
2024-04-16T09,TIDC,Turlock Irrigation District,D,Demand,0,megawatthours
2024-04-16T09,CISO,California Independent System Operator,D,Demand,21035,megawatthours
2024-04-16T09,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,156,megawatthours
2024-04-16T09,IPCO,Idaho Power Company,D,Demand,1373,megawatthours
2024-04-16T08,PJM,"PJM Interconnection, LLC",D,Demand,69086,megawatthours
2024-04-16T08,TEC,Tampa Electric Company,D,Demand,1553,megawatthours
2024-04-16T08,NW,Northwest,D,Demand,34276,megawatthours
2024-04-16T08,AZPS,Arizona Public Service Company,D,Demand,2832,megawatthours
2024-04-16T08,SWPP,Southwest Power Pool,D,Demand,26480,megawatthours
2024-04-16T08,SE,Southeast,D,Demand,18753,megawatthours
2024-04-16T08,HST,City of Homestead,D,Demand,41,megawatthours
2024-04-16T08,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,1966,megawatthours
2024-04-16T08,BPAT,Bonneville Power Administration,D,Demand,5985,megawatthours
2024-04-16T08,EPE,El Paso Electric Company,D,Demand,686,megawatthours
2024-04-16T08,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,3283,megawatthours
2024-04-16T08,SC,South Carolina Public Service Authority,D,Demand,2009,megawatthours
2024-04-16T08,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1636,megawatthours
2024-04-16T08,CISO,California Independent System Operator,D,Demand,21601,megawatthours
2024-04-16T08,MIDA,Mid-Atlantic,D,Demand,69086,megawatthours
2024-04-16T08,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,930,megawatthours
2024-04-16T08,DUK,Duke Energy Carolinas,D,Demand,8722,megawatthours
2024-04-16T08,ISNE,ISO New England,D,Demand,9296,megawatthours
2024-04-16T08,LDWP,Los Angeles Department of Water and Power,D,Demand,1895,megawatthours
2024-04-16T08,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,700,megawatthours
2024-04-16T08,PGE,Portland General Electric Company,D,Demand,2106,megawatthours
2024-04-16T08,CAL,California,D,Demand,25514,megawatthours
2024-04-16T08,IPCO,Idaho Power Company,D,Demand,1378,megawatthours
2024-04-16T08,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,153,megawatthours
2024-04-16T08,NYIS,New York Independent System Operator,D,Demand,12516,megawatthours
2024-04-16T08,CAR,Carolinas,D,Demand,17785,megawatthours
2024-04-16T08,PACE,PacifiCorp East,D,Demand,5017,megawatthours
2024-04-16T08,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2797,megawatthours
2024-04-16T08,AVA,Avista Corporation,D,Demand,1169,megawatthours
2024-04-16T08,FPC,"Duke Energy Florida, Inc.",D,Demand,3833,megawatthours
2024-04-16T08,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,453,megawatthours
2024-04-16T08,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,63,megawatthours
2024-04-16T08,US48,United States Lower 48,D,Demand,360633,megawatthours
2024-04-16T08,PSCO,Public Service Company of Colorado,D,Demand,3756,megawatthours
2024-04-16T08,NWMT,NorthWestern Corporation,D,Demand,1105,megawatthours
2024-04-16T08,TEX,Texas,D,Demand,41431,megawatthours
2024-04-16T08,IID,Imperial Irrigation District,D,Demand,279,megawatthours
2024-04-16T08,FPL,Florida Power & Light Co.,D,Demand,9759,megawatthours
2024-04-16T08,MIDW,Midwest,D,Demand,63945,megawatthours
2024-04-16T08,CPLE,Duke Energy Progress East,D,Demand,4734,megawatthours
2024-04-16T08,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,18753,megawatthours
2024-04-16T08,NY,New York,D,Demand,12516,megawatthours
2024-04-16T08,SEC,Seminole Electric Cooperative,D,Demand,144,megawatthours
2024-04-16T08,DOPD,PUD No. 1 of Douglas County,D,Demand,203,megawatthours
2024-04-16T08,PNM,Public Service Company of New Mexico,D,Demand,1456,megawatthours
2024-04-16T08,SPA,Southwestern Power Administration,D,Demand,934353,megawatthours
2024-04-16T08,SCL,Seattle City Light,D,Demand,932,megawatthours
2024-04-16T08,CENT,Central,D,Demand,26500,megawatthours
2024-04-16T08,GVL,Gainesville Regional Utilities,D,Demand,149,megawatthours
2024-04-16T08,TEN,Tennessee,D,Demand,13723,megawatthours
2024-04-16T08,CPLW,Duke Energy Progress West,D,Demand,354,megawatthours
2024-04-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41431,megawatthours
2024-04-16T08,TAL,City of Tallahassee,D,Demand,196,megawatthours
2024-04-16T08,TVA,Tennessee Valley Authority,D,Demand,13723,megawatthours
2024-04-16T08,FLA,Florida,D,Demand,17963,megawatthours
2024-04-16T08,NEVP,Nevada Power Company,D,Demand,3430,megawatthours
2024-04-16T08,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3529,megawatthours
2024-04-16T08,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,59026,megawatthours
2024-04-16T08,NE,New England,D,Demand,9296,megawatthours
2024-04-16T08,FMPP,Florida Municipal Power Pool,D,Demand,1309,megawatthours
2024-04-16T08,TEPC,Tucson Electric Power,D,Demand,1144,megawatthours
2024-04-16T08,BANC,Balancing Authority of Northern California,D,Demand,1482,megawatthours
2024-04-16T08,SW,Southwest,D,Demand,9845,megawatthours
2024-04-16T08,PSEI,"Puget Sound Energy, Inc.",D,Demand,2369,megawatthours
2024-04-16T08,TIDC,Turlock Irrigation District,D,Demand,257,megawatthours
2024-04-16T08,PACW,PacifiCorp West,D,Demand,1928,megawatthours
2024-04-16T08,JEA,JEA,D,Demand,979,megawatthours
2024-04-16T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21723,megawatthours
2024-04-16T07,CPLW,Duke Energy Progress West,D,Demand,361,megawatthours
2024-04-16T07,BPAT,Bonneville Power Administration,D,Demand,5662,megawatthours
2024-04-16T07,PSCO,Public Service Company of Colorado,D,Demand,3868,megawatthours
2024-04-16T07,NE,New England,D,Demand,9283,megawatthours
2024-04-16T07,BANC,Balancing Authority of Northern California,D,Demand,1523,megawatthours
2024-04-16T07,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,60048,megawatthours
2024-04-16T07,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,475,megawatthours
2024-04-16T07,SPA,Southwestern Power Administration,D,Demand,-115,megawatthours
2024-04-16T07,AZPS,Arizona Public Service Company,D,Demand,2927,megawatthours
2024-04-16T07,PACW,PacifiCorp West,D,Demand,1961,megawatthours
2024-04-16T07,EPE,El Paso Electric Company,D,Demand,725,megawatthours
2024-04-16T07,SWPP,Southwest Power Pool,D,Demand,27047,megawatthours
2024-04-16T07,US48,United States Lower 48,D,Demand,366914,megawatthours
2024-04-16T07,FPL,Florida Power & Light Co.,D,Demand,10105,megawatthours
2024-04-16T07,PJM,"PJM Interconnection, LLC",D,Demand,70136,megawatthours
2024-04-16T07,CAL,California,D,Demand,24924,megawatthours
2024-04-16T07,NEVP,Nevada Power Company,D,Demand,3581,megawatthours
2024-04-16T07,DUK,Duke Energy Carolinas,D,Demand,8975,megawatthours
2024-04-16T07,SCL,Seattle City Light,D,Demand,851,megawatthours
2024-04-16T07,TEC,Tampa Electric Company,D,Demand,1604,megawatthours
2024-04-16T07,PNM,Public Service Company of New Mexico,D,Demand,1438,megawatthours
2024-04-16T07,SW,Southwest,DF,Day-ahead demand forecast,10023,megawatthours
2024-04-16T07,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1279,megawatthours
2024-04-16T07,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,266,megawatthours
2024-04-16T07,CENT,Central,D,Demand,27057,megawatthours
2024-04-16T07,AVA,Avista Corporation,D,Demand,1211,megawatthours
2024-04-16T07,TEPC,Tucson Electric Power,D,Demand,1200,megawatthours
2024-04-16T07,PSEI,"Puget Sound Energy, Inc.",D,Demand,2499,megawatthours
2024-04-16T07,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,935,megawatthours
2024-04-16T07,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,701,megawatthours
2024-04-16T07,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,65,megawatthours
2024-04-16T07,IID,Imperial Irrigation District,D,Demand,307,megawatthours
2024-04-16T07,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,2935,megawatthours
2024-04-16T07,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3567,megawatthours
2024-04-16T07,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,19257,megawatthours
2024-04-16T07,TAL,City of Tallahassee,D,Demand,201,megawatthours
2024-04-16T07,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2010,megawatthours
2024-04-16T07,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,156,megawatthours
2024-04-16T07,LDWP,Los Angeles Department of Water and Power,D,Demand,235,megawatthours
2024-04-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42683,megawatthours
2024-04-16T07,NW,Northwest,D,Demand,34662,megawatthours
2024-04-16T07,SW,Southwest,D,Demand,10160,megawatthours
2024-04-16T07,ISNE,ISO New England,D,Demand,9283,megawatthours
2024-04-16T07,PGE,Portland General Electric Company,D,Demand,2202,megawatthours
2024-04-16T07,GVL,Gainesville Regional Utilities,D,Demand,155,megawatthours
2024-04-16T07,FPC,"Duke Energy Florida, Inc.",D,Demand,3940,megawatthours
2024-04-16T07,MIDA,Mid-Atlantic,D,Demand,70136,megawatthours
2024-04-16T07,JEA,JEA,D,Demand,1002,megawatthours
2024-04-16T07,CISO,California Independent System Operator,D,Demand,22859,megawatthours
2024-04-16T07,TIDC,Turlock Irrigation District,D,Demand,0,megawatthours
2024-04-16T07,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,3485,megawatthours
2024-04-16T07,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1691,megawatthours
2024-04-16T07,CAR,Carolinas,D,Demand,18225,megawatthours
2024-04-16T07,FLA,Florida,D,Demand,18542,megawatthours
2024-04-16T07,HST,City of Homestead,D,Demand,43,megawatthours
2024-04-16T07,TEX,Texas,D,Demand,42683,megawatthours
2024-04-16T07,TEN,Tennessee,D,Demand,14161,megawatthours
2024-04-16T07,MIDW,Midwest,D,Demand,65224,megawatthours
2024-04-16T07,PACE,PacifiCorp East,D,Demand,5134,megawatthours
2024-04-16T07,CPLE,Duke Energy Progress East,D,Demand,4854,megawatthours
2024-04-16T07,NY,New York,D,Demand,12600,megawatthours
2024-04-16T07,FMPP,Florida Municipal Power Pool,D,Demand,1344,megawatthours
2024-04-16T07,SE,Southeast,D,Demand,19257,megawatthours
2024-04-16T07,IPCO,Idaho Power Company,D,Demand,1403,megawatthours
2024-04-16T07,NYIS,New York Independent System Operator,D,Demand,12600,megawatthours
2024-04-16T07,TVA,Tennessee Valley Authority,D,Demand,14161,megawatthours
2024-04-16T07,NWMT,NorthWestern Corporation,D,Demand,1122,megawatthours
2024-04-16T07,DOPD,PUD No. 1 of Douglas County,D,Demand,204,megawatthours
2024-04-16T07,SEC,Seminole Electric Cooperative,D,Demand,148,megawatthours
2024-04-16T07,SC,South Carolina Public Service Authority,D,Demand,2025,megawatthours
2024-04-16T07,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3306,megawatthours
2024-04-16T07,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,2928,megawatthours
2024-04-16T07,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,1012,megawatthours
2024-04-16T07,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1277,megawatthours
2024-04-16T07,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6031,megawatthours
2024-04-16T07,AVA,Avista Corporation,DF,Day-ahead demand forecast,1185,megawatthours
2024-04-16T07,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,193,megawatthours
2024-04-16T07,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2234,megawatthours
2024-04-16T07,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,2877,megawatthours
2024-04-16T07,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1444,megawatthours
2024-04-16T07,CAL,California,DF,Day-ahead demand forecast,26068,megawatthours
2024-04-16T07,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2263,megawatthours
2024-04-16T07,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,480,megawatthours
2024-04-16T07,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,294,megawatthours
2024-04-16T07,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,2829,megawatthours
2024-04-16T07,SCL,Seattle City Light,DF,Day-ahead demand forecast,953,megawatthours
2024-04-16T07,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,164.8,megawatthours
2024-04-16T07,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,749,megawatthours
2024-04-16T07,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1522,megawatthours
2024-04-16T06,NW,Northwest,DF,Day-ahead demand forecast,25129.7,megawatthours
2024-04-16T06,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2432,megawatthours
2024-04-16T06,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3048,megawatthours
2024-04-16T06,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,175.7,megawatthours
2024-04-16T06,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,320,megawatthours
2024-04-16T06,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,201,megawatthours
2024-04-16T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23197,megawatthours
2024-04-16T06,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2392,megawatthours
2024-04-16T06,CAL,California,DF,Day-ahead demand forecast,27873,megawatthours
2024-04-16T06,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1496,megawatthours
2024-04-16T06,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,806,megawatthours
2024-04-16T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,515,megawatthours
2024-04-16T06,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,165,megawatthours
2024-04-16T06,IID,Imperial Irrigation District,D,Demand,344,megawatthours
2024-04-16T06,MIDA,Mid-Atlantic,D,Demand,71783,megawatthours
2024-04-16T06,IPCO,Idaho Power Company,D,Demand,1478,megawatthours
2024-04-16T06,LGEE,Louisville Gas and Electric Company and Kentucky Utilities Company,D,Demand,3676,megawatthours
2024-04-16T06,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,969,megawatthours
2024-04-16T06,DOPD,PUD No. 1 of Douglas County,D,Demand,212,megawatthours
2024-04-16T06,PACW,PacifiCorp West,D,Demand,2129,megawatthours
2024-04-16T06,NEVP,Nevada Power Company,D,Demand,3778,megawatthours
2024-04-16T06,TEN,Tennessee,D,Demand,14814,megawatthours
2024-04-16T06,FLA,Florida,D,Demand,19666,megawatthours
2024-04-16T06,TEX,Texas,D,Demand,44345,megawatthours
2024-04-16T06,AZPS,Arizona Public Service Company,D,Demand,3174,megawatthours
2024-04-16T06,SE,Southeast,D,Demand,19972,megawatthours
2024-04-16T06,CPLW,Duke Energy Progress West,D,Demand,375,megawatthours
2024-04-16T06,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3631,megawatthours
2024-04-16T06,NE,New England,D,Demand,9442,megawatthours
2024-04-16T06,GVL,Gainesville Regional Utilities,D,Demand,167,megawatthours
2024-04-16T06,CISO,California Independent System Operator,D,Demand,24283,megawatthours
2024-04-16T06,LDWP,Los Angeles Department of Water and Power,D,Demand,1930,megawatthours
2024-04-16T06,CAR,Carolinas,D,Demand,19064,megawatthours
2024-04-16T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,19972,megawatthours
2024-04-16T06,SCL,Seattle City Light,D,Demand,1050,megawatthours
2024-04-16T06,TVA,Tennessee Valley Authority,D,Demand,14814,megawatthours
2024-04-16T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,507,megawatthours
2024-04-16T06,SC,South Carolina Public Service Authority,D,Demand,2098,megawatthours
2024-04-16T06,SW,Southwest,D,Demand,10806,megawatthours
2024-04-16T06,AVA,Avista Corporation,D,Demand,1278,megawatthours
2024-04-16T06,MIDW,Midwest,D,Demand,67147,megawatthours
2024-04-16T06,SPA,Southwestern Power Administration,D,Demand,-143,megawatthours
2024-04-16T06,SEC,Seminole Electric Cooperative,D,Demand,159,megawatthours
2024-04-16T06,HST,City of Homestead,D,Demand,47,megawatthours
2024-04-16T06,SWPP,Southwest Power Pool,D,Demand,27849,megawatthours
2024-04-16T06,NW,Northwest,D,Demand,37377,megawatthours
2024-04-16T06,BPAT,Bonneville Power Administration,D,Demand,6440,megawatthours
2024-04-16T06,NWMT,NorthWestern Corporation,D,Demand,1174,megawatthours
2024-04-16T06,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3145,megawatthours
2024-04-16T06,PSEI,"Puget Sound Energy, Inc.",D,Demand,2719,megawatthours
2024-04-16T06,TIDC,Turlock Irrigation District,D,Demand,0,megawatthours
2024-04-16T06,BANC,Balancing Authority of Northern California,D,Demand,1644,megawatthours
2024-04-16T06,PJM,"PJM Interconnection, LLC",D,Demand,71783,megawatthours
2024-04-16T06,FPL,Florida Power & Light Co.,D,Demand,10741,megawatthours
2024-04-16T06,TEC,Tampa Electric Company,D,Demand,1701,megawatthours
2024-04-16T06,TAL,City of Tallahassee,D,Demand,212,megawatthours
2024-04-16T06,PSCO,Public Service Company of Colorado,D,Demand,,megawatthours
2024-04-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44345,megawatthours
2024-04-16T06,NY,New York,D,Demand,12844,megawatthours
2024-04-16T06,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,710,megawatthours
2024-04-16T06,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,67,megawatthours
2024-04-16T06,US48,United States Lower 48,D,Demand,383333,megawatthours
2024-04-16T06,CPLE,Duke Energy Progress East,D,Demand,5113,megawatthours
2024-04-16T06,AECI,"Associated Electric Cooperative, Inc.",D,Demand,1750,megawatthours
2024-04-16T06,NYIS,New York Independent System Operator,D,Demand,12844,megawatthours
2024-04-16T06,PNM,Public Service Company of New Mexico,D,Demand,1478,megawatthours
2024-04-16T06,JEA,JEA,D,Demand,1045,megawatthours
2024-04-16T06,EPE,El Paso Electric Company,D,Demand,789,megawatthours
2024-04-16T06,PACE,PacifiCorp East,D,Demand,5290,megawatthours
2024-04-16T06,ISNE,ISO New England,D,Demand,9442,megawatthours
2024-04-16T06,FMPP,Florida Municipal Power Pool,D,Demand,1427,megawatthours
2024-04-16T06,CENT,Central,D,Demand,27872,megawatthours
2024-04-16T06,DUK,Duke Energy Carolinas,D,Demand,9384,megawatthours
2024-04-16T06,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2094,megawatthours
2024-04-16T06,PGE,Portland General Electric Company,D,Demand,2373,megawatthours
2024-04-16T06,CAL,California,D,Demand,28201,megawatthours
2024-04-16T06,TEPC,Tucson Electric Power,D,Demand,1251,megawatthours
2024-04-16T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,61721,megawatthours
2024-04-16T06,FPC,"Duke Energy Florida, Inc.",D,Demand,4167,megawatthours
2024-04-16T06,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1642,megawatthours
2024-04-16T06,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,2972,megawatthours
2024-04-16T06,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4125,megawatthours
2024-04-16T06,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3498,megawatthours
2024-04-16T06,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3054,megawatthours
2024-04-16T06,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,282,megawatthours
2024-04-16T06,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1156,megawatthours
2024-04-16T06,SCL,Seattle City Light,DF,Day-ahead demand forecast,1029,megawatthours
2024-04-16T06,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,1042,megawatthours
2024-04-16T06,SW,Southwest,DF,Day-ahead demand forecast,10658,megawatthours
2024-04-16T06,AVA,Avista Corporation,DF,Day-ahead demand forecast,1255,megawatthours
2024-04-16T06,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1382,megawatthours
2024-04-16T06,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1326,megawatthours
2024-04-16T06,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,6315,megawatthours
2024-04-16T05,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1212,megawatthours
2024-04-16T05,NW,Northwest,DF,Day-ahead demand forecast,26512.1,megawatthours
2024-04-16T05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3330,megawatthours
2024-04-16T05,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,207,megawatthours
2024-04-16T05,LDWP,Los Angeles Department of Water and Power,DF,Day-ahead demand forecast,2600,megawatthours
2024-04-16T05,IPCO,Idaho Power Company,D,Demand,1590,megawatthours
2024-04-16T05,PSEI,"Puget Sound Energy, Inc.",D,Demand,2955,megawatthours
2024-04-16T05,TEC,Tampa Electric Company,D,Demand,1855,megawatthours
2024-04-16T05,SPA,Southwestern Power Administration,D,Demand,-207,megawatthours
2024-04-16T05,FLA,Florida,D,Demand,21474,megawatthours
2024-04-16T05,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,64427,megawatthours
2024-04-16T05,NWMT,NorthWestern Corporation,D,Demand,1233,megawatthours
2024-04-16T05,JEA,JEA,D,Demand,1128,megawatthours
2024-04-16T05,CAL,California,D,Demand,29715,megawatthours
2024-04-16T05,SC,South Carolina Public Service Authority,D,Demand,2220,megawatthours
2024-04-16T05,PGE,Portland General Electric Company,D,Demand,2553,megawatthours
2024-04-16T05,AVA,Avista Corporation,D,Demand,1376,megawatthours
2024-04-16T05,CPLW,Duke Energy Progress West,D,Demand,400,megawatthours
2024-04-16T05,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,1008,megawatthours
2024-04-16T05,IPCO,Idaho Power Company,DF,Day-ahead demand forecast,1604,megawatthours
2024-04-16T05,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,348,megawatthours
2024-04-16T05,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,1761,megawatthours
